user_id,openness,agreeableness,emotional_stability,conscientiousness,extraversion,assigned metric,assigned condition,movie_1,predicted_rating_1,movie_2,predicted_rating_2,movie_3,predicted_rating_3,movie_4,predicted_rating_4,movie_5,predicted_rating_5,movie_6,predicted_rating_6,movie_7,predicted_rating_7,movie_8,predicted_rating_8,movie_9,predicted_rating_9,movie_10,predicted_rating_10,movie_11,predicted_rating_11,movie_12,predicted_rating_12,is_personalized,enjoy_watching
f91b2fb085d0feb47b86fc81b10207ee,6.0,3.0,4.0,3.5,1.5,popularity,medium,2905,4.526371474509999,2843,4.45645134129,3629,4.668443860880001,3022,4.67606689208,3307,4.53035968937,1211,4.29266005029,3462,4.34163421291,5291,4.261166214119998,3030,4.42568918883,1281,4.47992090146,940,4.35506136509,905,4.31792673149,2,4
653bb2f69ddd19e1cf1f9e1871916d71,5.0,5.0,5.0,5.0,3.0,diversity,high,91658,5.02128545995,112552,4.79642413134,110102,4.38382002373,102445,4.35852426135,113573,4.6097977529300005,77658,4.39343529899,115210,4.60892574182,5944,4.67023291342,1035,4.71079865866,104241,4.58764399993,30749,4.87053555868,4886,4.62264845608,3,4
89d365a0d0f1a80ae8d079079a078155,6.0,6.5,2.0,2.5,3.0,diversity,high,91658,5.02128545995,112552,4.79642413134,110102,4.38382002373,102445,4.35852426135,113573,4.6097977529300005,77658,4.39343529899,115210,4.60892574182,5944,4.67023291342,1035,4.71079865866,104241,4.58764399993,30749,4.87053555868,4886,4.62264845608,3,2
875afaef12d7872b644948db1bb3040a,2.5,6.5,7.0,7.0,4.0,diversity,low,1263,4.57979113624,1090,4.56186052224,1299,4.699069527290001,2329,4.5540502419,4034,4.64103245399,73344,4.70927379236,6016,4.7944689899,1276,4.565427098490001,92535,4.57975746504,3424,4.68447865174,56782,4.81108386117,96829,4.59805328248,1,5
67fc933eadbe711d020d3f3c2136b087,6.0,4.0,6.0,3.0,6.0,popularity,low,93006,4.09242421054,27423,4.22404124606,108548,4.19129111073,103606,4.02881326438,55872,4.0977569793300015,131724,4.0958443753,2996,4.24077695432,127441,4.14757799272,115667,4.18345927013,129514,4.18654738282,4296,4.15868861232,88810,4.0246844278500005,2,2
2d274b0dd0a7fe38bb172aed02270a7c,6.5,5.0,5.5,5.0,5.5,popularity,medium,60069,4.644613571630001,2019,4.69604481745,6016,4.6042406312,8368,4.6228997033,1203,4.70830503536,5618,4.72753782084,1035,4.697638796590001,953,4.81330028847,1207,4.75995949905,1234,4.72229298541,908,4.71881464306,904,4.7638775863800005,3,4
428db88497a65655feb825365ad29a4a,7.0,4.0,5.0,5.0,3.5,all,default,1198,5.18850253123,1136,5.19569638287,1196,5.171172187890001,112552,5.18012682717,2019,5.16297752299,44555,5.123564153769999,1221,5.10151668541,5618,5.09591314691,6016,5.09753750368,34405,5.10190228078,2324,5.0719109841400005,4973,5.06761907491,4,4
838c3893b7166571c97e796dcaf456d7,6.0,4.0,5.5,4.0,3.5,all,default,2858,5.03362697721,4226,4.994783935869999,1193,4.96959020042,48516,5.0104235235,60069,4.96891695075,1198,4.93232689748,2571,4.92338993889,2329,4.9634441355000005,68157,4.95967390351,1196,4.91328581521,79132,4.90564328862,4011,4.96598912341,4,2
fb6cc72fc2af933f3c6808fb9a6676c3,4.5,5.0,3.5,4.0,2.5,serendipity,medium,112183,4.64656196972,7502,4.45587039347,77658,4.40409385085,110586,4.46216130379,112552,4.26235852792,1207,4.2652807187800015,1244,4.34432756893,3089,4.34331752296,44555,4.92119068434,1288,4.45233351023,26662,4.321840421369998,953,4.37099032082,4,5
ef94eddb28db4edca56013331b5dec8e,5.5,4.0,3.5,5.5,4.0,diversity,low,1232,4.4788996055900006,3503,4.33196692445,2495,4.40148930756,96832,4.264706156080002,8477,4.23591269703,36363,4.2778248193,1199,4.33362957716,924,4.48764404172,96606,4.1862525655,4873,4.08542806787,1237,4.17326894004,7371,4.05207374535,5,5
d99db273e834f955834ba6ef2a2b60bd,4.5,3.0,5.5,7.0,2.5,popularity,low,97648,4.3388463484300015,99764,4.37763209083,102217,4.40917170073,26674,4.42345327304,87960,4.43846677171,27423,4.4964465416,101850,4.53015112482,26453,4.33464449457,96075,4.35016884844,92494,4.35912027931,108583,4.36852711653,108983,4.36976228454,3,3
e11b65eb0dcb3c57eef5ebd096a5fd6a,6.5,3.0,5.0,5.5,2.5,diversity,low,1148,4.64346828945,745,4.15038975995,78499,4.0598746638300005,50,4.21600802919,2692,4.45117605367,63082,4.10541065256,92259,4.1160849860300015,97921,4.06439829594,72011,4.29272214861,2858,4.1671590618000005,1704,4.310952057790002,64839,4.20150841161,4,4
4889e49b9f9ee173d10403b1bbcdf807,7.0,5.0,6.0,6.5,5.5,popularity,high,58559,5.21157415558,5418,5.14687674356,6377,4.97882797406,2918,5.1603180527,3114,5.10552101726,6539,5.01739486383,2716,5.0093540690400005,7153,5.27237222015,5952,5.27808379249,4993,5.30347481424,1198,5.1067253588,260,5.02599675462,1,1
