movie,serendipity
32,0.6510821450231897
70,0.7876905154915899
260,0.5341066294672322
293,0.6742430471423143
296,0.5690300004850127
356,0.4769581629305065
367,0.5671698791651911
550,1.1162699228533575
551,0.7796661586134956
750,0.7411479375304981
783,0.829022577705064
837,0.8368357293824081
910,0.8599715933347423
924,0.7528452805629026
1073,0.736221880126165
1080,0.8091196150033866
1197,0.6720476561960331
1206,0.6839648653245998
1240,0.6287538642123809
1340,0.9859785063003038
1527,0.6431128906629652
1580,0.5676829039208187
1907,0.8543522796088046
2124,0.8236516225498101
2174,0.7438327398240545
2571,0.442669466788281
2628,0.5060039175444037
2657,0.8575346865230763
2677,1.0095212377407137
2692,0.6864303547182798
2761,0.7833952860624961
2857,0.9269206822650854
2959,0.5030781024865939
3000,0.7985749600173756
3052,0.7160814426477246
3301,0.7600310490080153
3483,0.9067811157632027
3793,0.5719729008272016
4016,0.8801953792337993
4306,0.49675324544895133
4366,0.9419730362428268
4896,0.6553719007173316
4973,0.5786801595442487
4993,0.461521953627056
5349,0.4975655773901212
5378,0.5490353437527612
5444,0.8726462496667848
5445,0.6022222502267939
5618,0.7018364765960677
5791,0.8913811992069981
5816,0.6769340110430844
5882,0.9558955073753629
5952,0.5076307944570007
5971,0.8391554683136031
6294,0.8919408650723278
6333,0.6408342458292713
6350,0.8468157487759665
6373,0.5920007378196505
6377,0.585488656860694
6539,0.5069058666334009
6874,0.5812433140727873
6934,0.6215759267115121
7099,0.8796178073136263
7153,0.49272987257039635
7373,0.6505206734766613
7454,0.64442343705594
8361,0.6458160352394208
8368,0.6693310858075845
8371,0.8186838179143077
8874,0.6806549203661921
8907,0.7699581533499432
8961,0.5805080831759226
26662,0.9037205984392119
27156,0.9819986230995158
30793,0.6184724196449625
30810,0.7505345690448513
31658,0.8009455938866069
31696,0.7322909874428535
32587,0.5891133812212825
33004,0.6872927750915085
33493,0.594818142780385
33615,0.7708884459959708
33679,0.626811422190034
34150,0.5817982301275658
34405,0.7118063344044795
36401,0.6651319786659187
37729,0.7670829693371076
39183,0.787941835367369
40815,0.6918681460935632
41566,0.6943562836077521
45499,0.6714483172641822
45722,0.6394607586405892
46972,0.6647956858515421
48082,0.8686673153771338
48780,0.6276606822216746
48997,0.7793033315327775
50162,0.9328432683087446
50912,0.8002201061563009
51077,0.6045625106024398
51255,0.6879323161815909
51662,0.5512507807672256
52722,0.5634146016512711
53125,0.6479242243258794
53464,0.6396539086765
54001,0.7485172123134447
54190,0.856483471120539
54259,0.8011225964794307
55269,0.7964707699049266
55768,0.6357127760864161
56171,0.7228236122915281
57640,0.7227922855497074
57669,0.682060073142893
58490,0.9881198868237602
58559,0.48771274454492675
59026,1.0117044864307159
59103,0.8899022105165361
59315,0.5588631369743046
59387,0.8355425611432246
59615,0.5995625620143032
60069,0.5851698517389816
60816,0.9639500535442173
62511,0.9190483696143029
63082,0.5730598490687085
64993,0.8503522987106189
66097,0.7785103919835655
66171,0.6855057541151373
66934,0.7894748667971297
67408,0.7419910784318237
67429,0.9752197752305496
68073,0.8502886615883954
68319,0.6833318278801931
68358,0.6233480785231312
68954,0.5813573667543473
69757,0.7044599204244602
69844,0.7301166940275559
70533,0.9755259902492638
71057,0.7977761800484161
72226,0.77484111334111
73017,0.6257532907960485
73860,0.9330371703430312
74553,0.9626217190757383
74789,0.6449074502041141
76093,0.6885599297945241
76251,0.6640061027449637
76755,0.8677559727450392
77561,0.6686355282824007
78105,0.7409328637620592
79091,0.7516285735597145
79132,0.46335716568556196
79702,0.7061970389401243
80615,0.8576213399750806
81564,0.8061708356218641
81834,0.7154082654349757
81845,0.6697303147147882
81847,0.7594709754221688
84772,0.7969411373917723
84944,0.7560919427460485
86298,0.882520416696541
86332,0.6595041064169996
86835,0.7042907676065244
86880,0.7626066141951541
86882,0.7621932182909283
87192,0.7944190543438677
87232,0.7115909118467176
88140,0.7209804843030241
89745,0.5916493003150687
89904,0.8058490392417399
90376,0.8114216215916054
90647,0.7990436949580407
91500,0.5825762666442279
91529,0.5915863271255744
91542,0.7242669123508703
92259,0.7734447851141399
93006,0.9476430644801274
94777,0.7571895092483377
94780,0.6561211831421018
94864,0.623850505273069
94959,0.7235932384959305
95167,0.8122488092473233
95510,0.7113754643275667
96079,0.6655041477304828
96281,0.9177090589649274
96606,0.9552839639092325
97225,0.8875125915861674
97752,0.6949016258087621
97913,0.7869495786410835
97936,0.8450455145435893
98243,0.8912931090995398
98809,0.6749849902964711
99007,0.8078443684650466
99114,0.5954740384702787
99149,0.8144590871623786
100106,0.9927891914367545
100302,0.8044813704527397
101025,0.743455868621902
102125,0.7345495831686542
102407,0.7646137852637527
103042,0.6638799127323451
103228,0.6861583598706028
103341,0.8070829863115169
103772,0.7989510633876574
104243,0.8344979263012555
104283,0.943918351926946
105468,0.9063627635403327
105869,0.9061537268419126
106072,0.7517875287097122
106100,0.8046023071026829
106487,0.6576944027285833
106489,0.7133955739291012
106642,0.8783233676069682
107771,0.9659113879410208
109374,0.6492156111134962
109487,0.5581846530906017
110102,0.7339381985787798
111360,0.610633554901807
111362,0.707964767773035
111659,0.7427551790766294
112175,0.8536375816372358
112183,0.6609325792044809
112552,0.7407394617305331
112852,0.6228710132124518
114028,1.0230019429728647
114707,0.786466082287781
115122,0.8525315505306851
115617,0.7315342984362281
115664,0.9917236918403699
116797,0.6839586325262634
116855,0.9950846270043556
117192,0.883968288892721
117444,0.9614671770452834
117529,0.6745057851462357
118466,1.0336048924926218
118985,0.7629239148451152
118997,0.7771342648371689
119145,0.7345485233204383
120466,0.8230415456183829
122882,0.653055458583434
122886,0.6835616606252553
122902,0.6794762380457657
122904,0.7236777916394281
122920,0.7954831216494366
128838,0.7788171218199368
132046,0.8000064469592976
